sentence	question	label
S0: Kinetic energy is the energy of an object in motion. So, thermal energy constitutes the total kinetic energy of all the atoms that make up an object.	Is S0 true or false?	1
S0: Drought means there has been no rain for along time. So, droughts occurs when there is little to no rain in a period of time.	Is S0 true or false?	0
S0: During fermentation oxygen is used up. So, fermentation does not use oxygen.	Is S0 true or false?	1
S0: And Ridge - So, iceland sits on the mid-atlantic ridge.	Is S0 true or false?	1
S0: The contaminated metal ions are bonded into the protein biologically. So, metallic bonds hold together positive metal ions and their valence electrons.	Is S0 true or false?	1
S0: The cycles of elements are called biogeochemical cycles. So, chemical elements and water are recycled through the biogeochemical cycle.	Is S0 true or false?	1
S0: A grossly enlarged lung containing bronchiole-like and alveolus-like So, the lungs of mammals are unique in having alveoli.	Is S0 true or false?	1
S0: Light can be bent (refracted) when it is slowed down or speeded up. So, slowing down causes light to refract.	Is S0 true or false?	0
S0: A solution is a mixture that is the same or uniform throughout. So, you call a type of mixture that has the same composition throughout a solution.	Is S0 true or false?	0
S0: Triangle Spiders weave webs that are shaped like a triangle (three sided). So, the eight sides of an octahedra are in the shape of a triangles.	Is S0 true or false?	1
S0: Alternating currents reverse their direction at regular intervals. So, alternating current is the term for electric current that keeps reversing direction.	Is S0 true or false?	0
S0: Chemical-energy ...is the energy stored due to the bonding of the atoms in the molecules. So, chemical energy is stored in the atom bonds.	Is S0 true or false?	0
S0: 250-66 million years ago. So, pangaea began breaking apart 250 million years ago.	Is S0 true or false?	1
S0: Carbohydrates can be shorter chains of ten or fewer sugar molecules (simple carbohydrates). So, simple carbohydrates can be classified in terms of chain length.	Is S0 true or false?	0
S0: THE TWO GROUPS OF PROKARYOTES Prokaryotes are divided into two major taxonomic groups, the EUBACTERIA and the ARCHAEA or ARCHAEBACTERIA . So, bacteria and archaea are examples of prokaryotes.	Is S0 true or false?	0
S0: fermentation The synthesis of ATP in the absence of oxygen through glycolysis . So, fermentation is the process of making atp without oxygen.	Is S0 true or false?	0
S0: Planets in the solar system orbit the sun in a path that is clear of other large objects. So, the sun is the largest body in the solar system.	Is S0 true or false?	1
S0: To account for the centripetal acceleration, a centripetal force must be acting on this object. So, centripetal force is the force that causes centripetal acceleration.	Is S0 true or false?	0
S0: RAT A rat is a rodent with a long tail. So, the name of the group that rats are a part of is rodents.	Is S0 true or false?	0
S0: quark ...elementary matter wavicle that the neutron and proton are made of. So, protons and neutrons are made of quarks, which are fundamental particles of matter.	Is S0 true or false?	0
S0: Men do not have such a sudden dramatic decline in bone mass, but their more gradual losses add up. So, sudden and dramatic losses of biodiversity are called mass extinction.	Is S0 true or false?	1
S0: Percent Composition of Compounds 16. So, the term percent composition means the percentage by mass of each element in a compound.	Is S0 true or false?	1
S0: Ozone generating reactions in the stratosphere is the main heat source. So, the stratosphere is the heat source.	Is S0 true or false?	0
S0: An inflammatory response is initiated when bacteria enter the mammary gland and this is the body's second line of defense. So, inflammatory response is the second line of defense.	Is S0 true or false?	0
S0: SWALLOW The classical description of swallowing divides it into three stages. So, adulthood is divided into three stages.	Is S0 true or false?	1
S0: Females give birth to altricial young. So, altricial organisms are helpless at birth and require lots of help from their parents.	Is S0 true or false?	1
S0: Porpoises, divided into six species, live in all oceans, and mostly near the shore. So, most red algae species live in oceans.	Is S0 true or false?	1
S0: The most extreme tides, spring tides, occur when the sun and moon are lined up and act together. So, spring tides are created when the sun and moon's tides match.	Is S0 true or false?	0
S0: Antibodies are natural defense proteins that organisms use to recognize and disable harmful proteins. So, antibodies recognize and combine with harmful materials, including both toxic chemicals and invasive microorganisms.	Is S0 true or false?	0
S0: That's how I developed my hawk-like precision, shortly followed by my first prescription eyeglasses (thanks guys). So, microscopes were first developed in the early 1600s by eyeglass makers.	Is S0 true or false?	1
S0: The duodenum is only 25 cm long, but most of the digestion takes place in this region. So, most digestion is completed in the duodenum.	Is S0 true or false?	0
S0: Metabolism is the sum of all chemical processes that occur in the body, including catabolism and anabolism. So, catabolic and anabolic hormones in the body help regulate metabolic processes.	Is S0 true or false?	0
S0: d) Decreasing the volume increases the pressure of the gas-phase species. So, when gas particles heat up, pressure increase.	Is S0 true or false?	1
S0: Lead carbide is a hypothetical chemical compound of carbon and lead. So, binary compounds of carbon with less electronegative elements are called carbides.	Is S0 true or false?	1
S0: The dandelion seeds will be dispersed by the wind. So, seeds of a pine cone are easily carried by the wind and dispersed because seeds have wings.	Is S0 true or false?	1
S0: The eastern indigo snake is carnivorous, like all snakes, and will eat any other small animal it can overpower. So, snakes are carnivorous animals.	Is S0 true or false?	0
S0: 7H consists of a proton and six neutrons. So, carbon atoms have six neutrons as well as six protons.	Is S0 true or false?	1
S0: These diploid cells inside the sterile jacket will be dividing by meiosis to produce haploid microspores. So, daughter cells divide by meiosis.	Is S0 true or false?	1
S0: Matters can be in four states like solid, liquid, gas and plasma. So, plasma completes the list: solid, liquid, gas.	Is S0 true or false?	0
S0: This year's topics are the Living Ocean, Nature's Banquet, Endangered Species, and Owls. So, the majority of species live in the ocean.	Is S0 true or false?	1
S0: A survey of current theories in evolution, mass extinctions, and loss of biodiversity due to habitat collapse. So, sudden and dramatic losses of biodiversity are called mass extinction.	Is S0 true or false?	1
S0: Most of the universe consists of plasma, the fourth state of matter. So, plasma matter makes up most of the universe.	Is S0 true or false?	0
